Pedigree	Year	Loc	Pass	Trait	Value	Coded_Trait	Pop	Gen	Range	Env
PHW30/B73-355 - (2n)-02	2016	1	19	ULA	71.2	1	4	206	10	2016_Loc1
PHW30/Mo17-136 - (2n)-01	2016	1	20	ULA	74.761	1	5	267	10	2016_Loc1
PHW30/B73-311 - (2n)-02	2016	1	21	ULA	74.949	1	4	196	10	2016_Loc1
PHW30/Mo17-032 - (2n)-01	2016	1	22	ULA	76.0136	1	5	226	10	2016_Loc1
PHW30/B73-221 - (2n)-02	2016	1	23	ULA	59.6602	1	4	181	10	2016_Loc1
PHW30/Mo17-157 - (2n)-01	2016	1	24	ULA	64.2982	1	5	276	10	2016_Loc1
Mo17/PHW30-121 - (2n)-02	2016	1	25	ULA	67.9032	1	5	89	10	2016_Loc1
PHW30/Mo17-234 - (2n)-02	2016	1	26	ULA	81.6724	1	5	296	10	2016_Loc1
B73/PHW30-211 - (2n)-03	2016	1	27	ULA	75.5732	1	4	38	10	2016_Loc1
PHW30/Mo17-139 - (2n)-02	2016	1	28	ULA	69.7332	1	5	270	10	2016_Loc1
PHW30/Mo17-099 - (2n)-01	2016	1	29	ULA	56.2734	1	5	256	10	2016_Loc1
B73/PHW30-041 - (2n)-01	2016	1	30	ULA	68.0392	1	4	7	10	2016_Loc1
B73/PHW30-163 - (2n)-01	2016	1	32	ULA	72.519	1	4	26	10	2016_Loc1
Mo17/PHW30-080 - (2n)-01	2016	1	33	ULA	71.8758	1	5	75	10	2016_Loc1
PHW30/B73-139 - (2n)-02	2016	1	34	ULA	71.8034	1	4	168	10	2016_Loc1
PHW30/B73-390 - (2n)-01	2016	1	35	ULA	74.0314	1	4	209	10	2016_Loc1
B73/PHW30-258 - (2n)-02	2016	1	36	ULA	77.74333333	1	4	45	10	2016_Loc1
Mo17/PHW30-231 - (2n)-01	2016	1	5	ULA	54.474	1	5	108	11	2016_Loc1
Mo17/PHW30-200 - (2n)-02	2016	1	6	ULA	58.8038	1	5	105	11	2016_Loc1
Mo17/PHW30-184 - (2n)-02	2016	1	8	ULA	65.0884	1	5	103	11	2016_Loc1
Mo17/PHW30-389 - (2n)-03	2016	1	9	ULA	63.1218	1	5	135	11	2016_Loc1
PHW30/Mo17-026 - (2n)-01	2016	1	10	ULA	67.9444	1	5	222	11	2016_Loc1
PHW30/Mo17-315 - (2n)-02	2016	1	11	ULA	82.99833333	1	5	312	11	2016_Loc1
PHW30/Mo17-195 - (2n)-01	2016	1	12	ULA	46.4576	1	5	293	11	2016_Loc1
PHW30/B73-401 - (2n)-01	2016	1	13	ULA	70.0286	1	4	210	11	2016_Loc1
Mo17/PHW30-454 - (2n)-02	2016	1	15	ULA	65.705	1	5	143	11	2016_Loc1
B73/PHW30-063 - (2n)-01	2016	1	16	ULA	63.503	1	4	8	11	2016_Loc1
Mo17/PHW30-254 - (2n)-01	2016	1	18	ULA	77.219	1	5	114	11	2016_Loc1
Mo17/PHW30-248 - (2n)-01	2016	1	19	ULA	78.8726	1	5	112	11	2016_Loc1
B73/PHW30-036 - (2n)-01	2016	1	20	ULA	69.1956	1	4	5	11	2016_Loc1
B73/PHW30-412 - (2n)-01	2016	1	21	ULA	71.5734	1	4	62	11	2016_Loc1
Mo17/PHW30-148 - (2n)-01	2016	1	22	ULA	56.263	1	5	95	11	2016_Loc1
PHW30/B73-351 - (2n)-01	2016	1	23	ULA	58.5474	1	4	203	11	2016_Loc1
PHW30/B73-139 - (2n)-01	2016	1	24	ULA	71.0244	1	4	167	11	2016_Loc1
PHW30/Mo17-304 - (2n)-02	2016	1	25	ULA	.	1	5	308	11	2016_Loc1
B73/PHW30-385 - (2n)-01	2016	1	26	ULA	69.1406	1	4	55	11	2016_Loc1
PHW30/Mo17-157 - (2n)-01	2016	2	5	ULA	73.21398313	1	5	276	1	2016_Loc2
Mo17/PHW30-121 - (2n)-03	2016	2	6	ULA	75.98785495	1	5	90	1	2016_Loc2
PHW30/B73-139 - (2n)-02	2016	2	7	ULA	70.33747913	1	4	168	1	2016_Loc2
PHW30/Mo17-157 - (2n)-02	2016	2	9	ULA	71.42555957	1	5	277	1	2016_Loc2
B73/PHW30-163 - (2n)-01	2016	2	11	ULA	72.78897947	1	4	26	1	2016_Loc2
PHW30/Mo17-160 - (2n)-01	2016	2	12	ULA	67.8025602	1	5	278	1	2016_Loc2
PHW30/Mo17-064 - (2n)-01	2016	2	13	ULA	59.78282815	1	5	243	1	2016_Loc2
B73/PHW30-385 - (2n)-01	2016	2	14	ULA	67.84771514	1	4	55	1	2016_Loc2
PHW30/Mo17-028 - (2n)-02	2016	2	15	ULA	77.5471181	1	5	225	1	2016_Loc2
B73/PHW30-226 - (2n)-01	2016	2	16	ULA	72.26959836	1	4	39	1	2016_Loc2
PHW30/B73-434 - (2n)-02	2016	2	17	ULA	71.86183505	1	4	216	1	2016_Loc2
PHW30/B73-169 - (2n)-01	2016	2	18	ULA	.	1	4	174	1	2016_Loc2
Mo17/PHW30-184 - (2n)-01	2016	2	19	ULA	73.49766038	1	5	102	1	2016_Loc2
B73/PHW30-409 - (2n)-02	2016	2	20	ULA	73.89985752	1	4	61	1	2016_Loc2
PHW30/Mo17-089 - (2n)-02	2016	2	21	ULA	72.57726465	1	5	253	1	2016_Loc2
Mo17/PHW30-008 - (2n)-01	2016	2	22	ULA	66.68392807	1	5	64	1	2016_Loc2
PHW30/Mo17-099 - (2n)-01	2016	2	23	ULA	55.66562277	1	5	256	1	2016_Loc2
B73/PHW30-201 - (2n)-01	2016	2	24	ULA	70.32765716	1	4	34	1	2016_Loc2
B73/PHW30-207 - (2n)-02	2016	2	25	ULA	75.57232061	1	4	36	1	2016_Loc2
PHW30/Mo17-242 - (2n)-02	2016	2	27	ULA	63.61245089	1	5	298	1	2016_Loc2
PHW30/Mo17-141 - (2n)-02	2016	2	28	ULA	60.99028771	1	5	272	1	2016_Loc2
B73/PHW30-392 - (2n)-01	2016	2	29	ULA	80.950121	1	4	57	1	2016_Loc2
PHW30/B73-138 - (2n)-01	2016	2	30	ULA	70.9214	1	4	166	1	2016_Loc2
PHW30/Mo17-304 - (2n)-02	2016	2	31	ULA	59.6404	1	5	308	1	2016_Loc2
PHW30/B73-287 - (2n)-02	2016	2	32	ULA	71.1012	1	4	189	1	2016_Loc2
PHW30/Mo17-059 - (2n)-01	2016	2	33	ULA	73.8308	1	5	239	1	2016_Loc2
B73/PHW30-285 - (2n)-01	2016	2	34	ULA	74.36	1	4	46	1	2016_Loc2
PHW30/B73-349 - (2n)-01	2016	2	35	ULA	78.3902	1	4	202	1	2016_Loc2
Mo17/PHW30-089 - (2n)-02	2016	2	36	ULA	60.9758	1	5	84	1	2016_Loc2
PHW30/B73-326 - (2n)-01	2016	2	5	ULA	84.37630814	1	4	198	2	2016_Loc2
PHW30/Mo17-107 - (2n)-02	2016	2	6	ULA	65.62621093	1	5	261	2	2016_Loc2
PHW30/B73-060 - (2n)-01	2016	2	8	ULA	75.76597185	1	4	157	2	2016_Loc2
B73/PHW30-348 - (2n)-01	2016	2	9	ULA	70.70817128	1	4	52	2	2016_Loc2
PHW30/B73-161 - (2n)-01	2016	2	10	ULA	60.73382849	1	4	172	2	2016_Loc2
Mo17/PHW30-341 - (2n)-02	2016	2	11	ULA	49.69111829	1	5	133	2	2016_Loc2
Mo17/PHW30-080 - (2n)-02	2016	2	12	ULA	82.84564711	1	5	76	2	2016_Loc2
PHW30/Mo17-032 - (2n)-02	2016	2	13	ULA	81.07752347	1	5	227	2	2016_Loc2
PHW30/Mo17-266 - (2n)-01	2016	2	14	ULA	72.00524993	1	5	301	2	2016_Loc2
B73/PHW30-288 - (2n)-01	2016	2	15	ULA	86.68051092	1	4	47	2	2016_Loc2
Mo17/PHW30-456 - (2n)-02	2016	2	17	ULA	62.63190985	1	5	146	2	2016_Loc2
Mo17/PHW30-231 - (2n)-03	2016	2	18	ULA	48.65868012	1	5	109	2	2016_Loc2
PHW30/Mo17-101 - (2n)-01	2016	2	19	ULA	53.49992234	1	5	258	2	2016_Loc2
PHW30/B73-241 - (2n)-01	2016	2	20	ULA	79.07274819	1	4	184	2	2016_Loc2
Mo17/PHW30-279 - (2n)-01	2016	2	21	ULA	64.70547399	1	5	120	2	2016_Loc2
Mo17/PHW30-081 - (2n)-01	2016	2	22	ULA	74.50773428	1	5	77	2	2016_Loc2
PHW30/B73-221 - (2n)-02	2016	2	23	ULA	59.83035772	1	4	181	2	2016_Loc2
PHW30/Mo17-026 - (2n)-01	2016	2	24	ULA	77.52000663	1	5	222	2	2016_Loc2
PHW30/Mo17-028 - (2n)-01	2016	2	25	ULA	58.43136925	1	5	224	2	2016_Loc2
PHW30/B73-157 - (2n)-03	2016	2	26	ULA	69.30261076	1	4	171	2	2016_Loc2
Mo17/PHW30-455 - (2n)-01	2016	2	28	ULA	64.43380778	1	5	144	2	2016_Loc2
B73/PHW30-064 - (2n)-01	2016	2	29	ULA	68.07604343	1	4	10	2	2016_Loc2
B73/PHW30-385 - (2n)-03	2016	2	30	ULA	65.08322517	1	4	56	2	2016_Loc2
PHW30/B73-221 - (2n)-01	2016	2	31	ULA	61.58308786	1	4	180	2	2016_Loc2
Mo17/PHW30-281 - (2n)-01	2016	2	32	ULA	70.2147116	1	5	122	2	2016_Loc2
B73/PHW30-183 - (2n)-01	2016	2	33	ULA	77.8722	1	4	29	2	2016_Loc2
PHW30/Mo17-095 - (2n)-01	2016	2	34	ULA	45.8358	1	5	254	2	2016_Loc2
PHW30/B73-289 - (2n)-02	2016	2	35	ULA	62.7448	1	4	191	2	2016_Loc2
Mo17/PHW30-429 - (2n)-02	2016	2	36	ULA	40.3936	1	5	139	2	2016_Loc2
B73/PHW30-036 - (2n)-02	2016	2	5	ULA	75.959	1	4	6	3	2016_Loc2
Mo17/PHW30-321 - (2n)-01	2016	2	6	ULA	70.9572	1	5	127	3	2016_Loc2
Mo17/PHW30-086 - (2n)-02	2016	2	7	ULA	73.1008	1	5	82	3	2016_Loc2
Mo17/PHW30-157 - (2n)-01	2016	2	8	ULA	72.4152	1	5	99	3	2016_Loc2
Mo17/PHW30-454 - (2n)-02	2016	2	9	ULA	68.8428	1	5	143	3	2016_Loc2
PHW30/Mo17-308 - (2n)-01	2016	2	10	ULA	71.624	1	5	309	3	2016_Loc2
Mo17/PHW30-248 - (2n)-01	2016	2	11	ULA	75.2494	1	5	112	3	2016_Loc2
B73/PHW30-097 - (2n)-02	2016	2	12	ULA	73.4286	1	4	16	3	2016_Loc2
Mo17/PHW30-126 - (2n)-01	2016	2	14	ULA	53.4328	1	5	91	3	2016_Loc2
Mo17/PHW30-133 - (2n)-02	2016	2	15	ULA	62.7482	1	5	94	3	2016_Loc2
PHW30/Mo17-032 - (2n)-01	2016	2	16	ULA	77.583	1	5	226	3	2016_Loc2
Mo17/PHW30-153 - (2n)-04	2016	2	17	ULA	64.9232	1	5	98	3	2016_Loc2
PHW30/Mo17-003 - (2n)-01	2016	2	18	ULA	84.0372	1	5	217	3	2016_Loc2
PHW30/B73-055 - (2n)-02	2016	2	19	ULA	65.5876	1	4	156	3	2016_Loc2
B73/PHW30-258 - (2n)-01	2016	2	20	ULA	75.1905	1	4	44	3	2016_Loc2
Mo17/PHW30-081 - (2n)-03	2016	2	21	ULA	51.051	1	5	78	3	2016_Loc2
PHW30/B73-045 - (2n)-01	2016	2	22	ULA	68.6072	1	4	154	3	2016_Loc2
PHW30/Mo17-099 - (2n)-02	2016	2	23	ULA	58.3784	1	5	257	3	2016_Loc2
B73/PHW30-154 - (2n)-01	2016	2	24	ULA	76.9168	1	4	25	3	2016_Loc2
Mo17/PHW30-009 - (2n)-01	2016	2	26	ULA	41.2218	1	5	66	3	2016_Loc2
Mo17/PHW30-429 - (2n)-01	2016	2	27	ULA	53.5502	1	5	138	3	2016_Loc2
PHW30/Mo17-089 - (2n)-01	2016	2	28	ULA	63.9872	1	5	252	3	2016_Loc2
PHW30/Mo17-178 - (2n)-01	2016	2	29	ULA	74.0542	1	5	285	3	2016_Loc2
PHW30/Mo17-165 - (2n)-02	2016	2	30	ULA	40.2244	1	5	283	3	2016_Loc2
PHW30/Mo17-064 - (2n)-02	2016	2	31	ULA	58.5738	1	5	244	3	2016_Loc2
PHW30/B73-060 - (2n)-02	2016	2	32	ULA	70.8174	1	4	158	3	2016_Loc2
B73/PHW30-368 - (2n)-01	2016	2	33	ULA	67.9534	1	4	53	3	2016_Loc2
PHW30/B73-015 - (2n)-01	2016	2	34	ULA	59.1146	1	4	151	3	2016_Loc2
B73/PHW30-100 - (2n)-01	2016	2	35	ULA	75.3692	1	4	19	3	2016_Loc2
Mo17/PHW30-044 - (2n)-01	2016	2	5	ULA	50.432	1	5	71	4	2016_Loc2
Mo17/PHW30-089 - (2n)-01	2016	2	6	ULA	58.8176	1	5	83	4	2016_Loc2
PHW30/Mo17-113 - (2n)-02	2016	2	7	ULA	58.9258	1	5	264	4	2016_Loc2
Mo17/PHW30-016 - (2n)-02	2016	2	8	ULA	73.2118	1	5	70	4	2016_Loc2
PHW30/B73-351 - (2n)-01	2016	2	9	ULA	66.2324	1	4	203	4	2016_Loc2
PHW30/Mo17-165 - (2n)-01	2016	2	10	ULA	52.7572	1	5	282	4	2016_Loc2
B73/PHW30-237 - (2n)-01	2016	2	11	ULA	78.2672	1	4	40	4	2016_Loc2
Mo17/PHW30-309 - (2n)-02	2016	2	13	ULA	66.7362	1	5	125	4	2016_Loc2
PHW30/Mo17-234 - (2n)-02	2016	2	14	ULA	78.13	1	5	296	4	2016_Loc2
Mo17/PHW30-084 - (2n)-02	2016	2	15	ULA	54.6026	1	5	80	4	2016_Loc2
PHW30/B73-157 - (2n)-01	2016	2	16	ULA	60.3048	1	4	170	4	2016_Loc2
PHW30/B73-232 - (2n)-02	2016	2	17	ULA	72.9182	1	4	183	4	2016_Loc2
PHW30/Mo17-161 - (2n)-02	2016	2	18	ULA	54.3682	1	5	281	4	2016_Loc2
Mo17/PHW30-013 - (2n)-01	2016	2	19	ULA	52.0272	1	5	67	4	2016_Loc2
PHW30/Mo17-252 - (2n)-01	2016	2	20	ULA	61.9786	1	5	299	4	2016_Loc2
B73/PHW30-183 - (2n)-02	2016	2	21	ULA	80.2642	1	4	30	4	2016_Loc2
B73/PHW30-396 - (2n)-02	2016	2	23	ULA	67.6948	1	4	59	4	2016_Loc2
B73/PHW30-098 - (2n)-01	2016	2	24	ULA	69.4598	1	4	17	4	2016_Loc2
PHW30/Mo17-107 - (2n)-01	2016	2	26	ULA	65.8226	1	5	260	4	2016_Loc2
PHW30/Mo17-061 - (2n)-02	2016	2	27	ULA	40.7238	1	5	242	4	2016_Loc2
B73/PHW30-412 - (2n)-02	2016	2	28	ULA	67.4256	1	4	63	4	2016_Loc2
PHW30/Mo17-315 - (2n)-01	2016	2	29	ULA	79.7612	1	5	311	4	2016_Loc2
PHW30/B73-009 - (2n)-02	2016	2	30	ULA	66.277	1	4	150	4	2016_Loc2
PHW30/Mo17-139 - (2n)-02	2016	2	31	ULA	56.313	1	5	270	4	2016_Loc2
PHW30/B73-204 - (2n)-01	2016	2	32	ULA	68.3864	1	4	179	4	2016_Loc2
Mo17/PHW30-013 - (2n)-02	2016	2	33	ULA	77.789	1	5	68	4	2016_Loc2
Mo17/PHW30-389 - (2n)-02	2016	2	34	ULA	56.8704	1	5	134	4	2016_Loc2
Mo17/PHW30-217 - (2n)-01	2016	2	35	ULA	45.7336	1	5	106	4	2016_Loc2
Mo17/PHW30-160 - (2n)-02	2016	2	36	ULA	49.0186	1	5	101	4	2016_Loc2
Mo17/PHW30-324 - (2n)-02	2016	2	5	ULA	60.4604	1	5	129	5	2016_Loc2
PHW30/Mo17-037 - (2n)-01	2016	2	6	ULA	41.193	1	5	229	5	2016_Loc2
PHW30/Mo17-010 - (2n)-02	2016	2	7	ULA	54.649	1	5	219	5	2016_Loc2
PHW30/Mo17-299 - (2n)-02	2016	2	8	ULA	45.5792	1	5	307	5	2016_Loc2
PHW30/B73-390 - (2n)-01	2016	2	9	ULA	75.6984	1	4	209	5	2016_Loc2
B73/PHW30-092 - (2n)-01	2016	2	10	ULA	74.3666	1	4	14	5	2016_Loc2
PHW30/Mo17-110 - (2n)-03	2016	2	12	ULA	66.3188	1	5	262	5	2016_Loc2
PHW30/B73-433 - (2n)-01	2016	2	13	ULA	70.4324	1	4	214	5	2016_Loc2
PHW30/Mo17-155 - (2n)-01	2016	2	14	ULA	52.3806	1	5	274	5	2016_Loc2
Mo17/PHW30-148 - (2n)-01	2016	2	15	ULA	44.0488	1	5	95	5	2016_Loc2
Mo17/PHW30-409 - (2n)-02	2016	2	16	ULA	60.79	1	5	137	5	2016_Loc2
PHW30/B73-184 - (2n)-02	2016	2	17	ULA	49.3884	1	4	177	5	2016_Loc2
PHW30/Mo17-136 - (2n)-01	2016	2	18	ULA	71.7852	1	5	267	5	2016_Loc2
PHW30/B73-269 - (2n)-01	2016	2	19	ULA	66.195	1	4	187	5	2016_Loc2
PHW30/Mo17-155 - (2n)-02	2016	2	20	ULA	51.873	1	5	275	5	2016_Loc2
PHW30/Mo17-049 - (2n)-01	2016	2	21	ULA	56.395	1	5	231	5	2016_Loc2
PHW30/Mo17-019 - (2n)-02	2016	2	23	ULA	62.4496	1	5	221	5	2016_Loc2
PHW30/Mo17-298 - (2n)-01	2016	2	24	ULA	66.0038	1	5	305	5	2016_Loc2
B73/PHW30-302 - (2n)-01	2016	2	25	ULA	75.4706	1	4	49	5	2016_Loc2
B73/PHW30-064 - (2n)-02	2016	2	26	ULA	72.4204	1	4	11	5	2016_Loc2
PHW30/Mo17-308 - (2n)-02	2016	2	27	ULA	78.5576	1	5	310	5	2016_Loc2
PHW30/Mo17-188 - (2n)-01	2016	2	28	ULA	76.5618	1	5	290	5	2016_Loc2
PHW30/B73-002 - (2n)-02	2016	2	29	ULA	61.654	1	4	148	5	2016_Loc2
B73/PHW30-026 - (2n)-01	2016	2	30	ULA	74.6556	1	4	4	5	2016_Loc2
Mo17/PHW30-121 - (2n)-02	2016	2	31	ULA	67.8362	1	5	89	5	2016_Loc2
PHW30/Mo17-085 - (2n)-01	2016	2	32	ULA	64.496	1	5	249	5	2016_Loc2
PHW30/Mo17-194 - (2n)-01	2016	2	34	ULA	50.278	1	5	291	5	2016_Loc2
B73/PHW30-141 - (2n)-01	2016	2	35	ULA	78.9174	1	4	23	5	2016_Loc2
B73/PHW30-211 - (2n)-03	2016	2	36	ULA	74.2342	1	4	38	5	2016_Loc2
B73/PHW30-316 - (2n)-01	2016	2	6	ULA	77.8749	1	4	51	6	2016_Loc2
PHW30/B73-002 - (2n)-01	2016	2	7	ULA	70.8005	1	4	147	6	2016_Loc2
PHW30/B73-121 - (2n)-01	2016	2	8	ULA	74.4185	1	4	165	6	2016_Loc2
Mo17/PHW30-262 - (2n)-01	2016	2	9	ULA	52.7272	1	5	116	6	2016_Loc2
PHW30/Mo17-297 - (2n)-01	2016	2	10	ULA	67.5814	1	5	304	6	2016_Loc2
Mo17/PHW30-409 - (2n)-01	2016	2	11	ULA	65.5321	1	5	136	6	2016_Loc2
PHW30/Mo17-054 - (2n)-02	2016	2	12	ULA	73.568875	1	5	238	6	2016_Loc2
PHW30/B73-341 - (2n)-01	2016	2	13	ULA	58.15275	1	4	200	6	2016_Loc2
PHW30/Mo17-160 - (2n)-02	2016	2	14	ULA	41.6437	1	5	279	6	2016_Loc2
Mo17/PHW30-341 - (2n)-01	2016	2	15	ULA	49.3428	1	5	132	6	2016_Loc2
Mo17/PHW30-254 - (2n)-02	2016	2	17	ULA	64.6712	1	5	115	6	2016_Loc2
PHW30/Mo17-051 - (2n)-01	2016	2	18	ULA	68.2189	1	5	235	6	2016_Loc2
Mo17/PHW30-235 - (2n)-02	2016	2	19	ULA	58.782	1	5	111	6	2016_Loc2
PHW30/Mo17-051 - (2n)-02	2016	2	20	ULA	79.7127	1	5	236	6	2016_Loc2
Mo17/PHW30-217 - (2n)-02	2016	2	21	ULA	71.1542	1	5	107	6	2016_Loc2
B73/PHW30-302 - (2n)-02	2016	2	22	ULA	67.1183	1	4	50	6	2016_Loc2
PHW30/B73-066 - (2n)-02	2016	2	23	ULA	72.5307	1	4	160	6	2016_Loc2
PHW30/Mo17-077 - (2n)-02	2016	2	24	ULA	65.3998	1	5	248	6	2016_Loc2
Mo17/PHW30-389 - (2n)-03	2016	2	25	ULA	69.3949	1	5	135	6	2016_Loc2
PHW30/Mo17-136 - (2n)-02	2016	2	27	ULA	70.0589	1	5	268	6	2016_Loc2
PHW30/Mo17-050 - (2n)-01	2016	2	28	ULA	50.9435	1	5	233	6	2016_Loc2
PHW30/Mo17-033 - (2n)-01	2016	2	29	ULA	66.4486	1	5	228	6	2016_Loc2
B73/PHW30-152 - (2n)-01	2016	2	30	ULA	63.7089	1	4	24	6	2016_Loc2
PHW30/Mo17-088 - (2n)-01	2016	2	31	ULA	58.0768	1	5	250	6	2016_Loc2
PHW30/B73-015 - (2n)-02	2016	2	32	ULA	62.75033333	1	4	152	6	2016_Loc2
PHW30/B73-401 - (2n)-01	2016	2	33	ULA	66.848	1	4	210	6	2016_Loc2
B73/PHW30-036 - (2n)-01	2016	2	34	ULA	67.9908	1	4	5	6	2016_Loc2
PHW30/B73-351 - (2n)-02	2016	2	35	ULA	53.5808	1	4	204	6	2016_Loc2
B73/PHW30-409 - (2n)-01	2016	2	36	ULA	46.6162	1	4	60	6	2016_Loc2
PHW30/B73-143 - (2n)-01	2016	2	6	ULA	68.024	1	4	169	7	2016_Loc2
PHW30/Mo17-129 - (2n)-02	2016	2	7	ULA	42.9917	1	5	266	7	2016_Loc2
PHW30/Mo17-076 - (2n)-01	2016	2	8	ULA	44.0812	1	5	245	7	2016_Loc2
B73/PHW30-041 - (2n)-01	2016	2	9	ULA	64.0943	1	4	7	7	2016_Loc2
B73/PHW30-186 - (2n)-01	2016	2	10	ULA	77.5585	1	4	31	7	2016_Loc2
PHW30/Mo17-187 - (2n)-01	2016	2	11	ULA	75.9526	1	5	288	7	2016_Loc2
Mo17/PHW30-275 - (2n)-02	2016	2	12	ULA	72.9762	1	5	119	7	2016_Loc2
B73/PHW30-186 - (2n)-02	2016	2	13	ULA	74.8752	1	4	32	7	2016_Loc2
B73/PHW30-288 - (2n)-02	2016	2	14	ULA	82.3052	1	4	48	7	2016_Loc2
PHW30/Mo17-088 - (2n)-02	2016	2	15	ULA	72.6648	1	5	251	7	2016_Loc2
Mo17/PHW30-332 - (2n)-01	2016	2	16	ULA	69.6834	1	5	130	7	2016_Loc2
PHW30/B73-324 - (2n)-01	2016	2	17	ULA	75.8216	1	4	197	7	2016_Loc2
PHW30/Mo17-054 - (2n)-01	2016	2	18	ULA	61.6028	1	5	237	7	2016_Loc2
B73/PHW30-252 - (2n)-01	2016	2	19	ULA	70.5175	1	4	42	7	2016_Loc2
PHW30/Mo17-059 - (2n)-02	2016	2	20	ULA	72.5006	1	5	240	7	2016_Loc2
Mo17/PHW30-133 - (2n)-01	2016	2	21	ULA	50.011	1	5	93	7	2016_Loc2
Mo17/PHW30-248 - (2n)-02	2016	2	22	ULA	58.6408	1	5	113	7	2016_Loc2
PHW30/B73-232 - (2n)-01	2016	2	23	ULA	75.841	1	4	182	7	2016_Loc2
PHW30/Mo17-095 - (2n)-02	2016	2	24	ULA	48.4372	1	5	255	7	2016_Loc2
PHW30/Mo17-194 - (2n)-02	2016	2	25	ULA	59.6866	1	5	292	7	2016_Loc2
Mo17/PHW30-456 - (2n)-01	2016	2	26	ULA	71.5206	1	5	145	7	2016_Loc2
B73/PHW30-237 - (2n)-02	2016	2	27	ULA	80.5056	1	4	41	7	2016_Loc2
PHW30/B73-355 - (2n)-01	2016	2	28	ULA	74.4442	1	4	205	7	2016_Loc2
B73/PHW30-207 - (2n)-01	2016	2	29	ULA	68.7756	1	4	35	7	2016_Loc2
PHW30/B73-372 - (2n)-02	2016	2	32	ULA	78.028	1	4	208	7	2016_Loc2
PHW30/B73-289 - (2n)-01	2016	2	33	ULA	54.2338	1	4	190	7	2016_Loc2
PHW30/B73-355 - (2n)-02	2016	2	34	ULA	72.1266	1	4	206	7	2016_Loc2
PHW30/Mo17-299 - (2n)-01	2016	2	35	ULA	74.6448	1	5	306	7	2016_Loc2
B73/PHW30-412 - (2n)-01	2016	2	36	ULA	58.29825	1	4	62	7	2016_Loc2
B73/PHW30-166 - (2n)-01	2016	2	5	ULA	80.3414	1	4	28	8	2016_Loc2
Mo17/PHW30-279 - (2n)-02	2016	2	6	ULA	59.0906	1	5	121	8	2016_Loc2
B73/PHW30-256 - (2n)-01	2016	2	7	ULA	81.4738	1	4	43	8	2016_Loc2
PHW30/Mo17-010 - (2n)-01	2016	2	8	ULA	43.8386	1	5	218	8	2016_Loc2
Mo17/PHW30-091 - (2n)-02	2016	2	9	ULA	65.9974	1	5	86	8	2016_Loc2
B73/PHW30-102 - (2n)-01	2016	2	10	ULA	79.5692	1	4	21	8	2016_Loc2
PHW30/Mo17-252 - (2n)-02	2016	2	11	ULA	63.0172	1	5	300	8	2016_Loc2
Mo17/PHW30-075 - (2n)-01	2016	2	12	ULA	66.7094	1	5	73	8	2016_Loc2
B73/PHW30-368 - (2n)-02	2016	2	13	ULA	78.659	1	4	54	8	2016_Loc2
B73/PHW30-102 - (2n)-03	2016	2	14	ULA	80.219	1	4	22	8	2016_Loc2
Mo17/PHW30-153 - (2n)-03	2016	2	15	ULA	71.6214	1	5	97	8	2016_Loc2
B73/PHW30-163 - (2n)-02	2016	2	16	ULA	75.0126	1	4	27	8	2016_Loc2
PHW30/B73-434 - (2n)-01	2016	2	17	ULA	69.2454	1	4	215	8	2016_Loc2
B73/PHW30-068 - (2n)-02	2016	2	18	ULA	62.1438	1	4	13	8	2016_Loc2
PHW30/Mo17-242 - (2n)-01	2016	2	19	ULA	75.1032	1	5	297	8	2016_Loc2
Mo17/PHW30-075 - (2n)-02	2016	2	20	ULA	21.92	1	5	74	8	2016_Loc2
Mo17/PHW30-008 - (2n)-02	2016	2	21	ULA	51.166	1	5	65	8	2016_Loc2
PHW30/B73-078 - (2n)-02	2016	2	22	ULA	74.904	1	4	162	8	2016_Loc2
PHW30/B73-302 - (2n)-01	2016	2	23	ULA	73.6984	1	4	193	8	2016_Loc2
Mo17/PHW30-235 - (2n)-01	2016	2	24	ULA	56.0378	1	5	110	8	2016_Loc2
PHW30/B73-287 - (2n)-01	2016	2	25	ULA	76.9814	1	4	188	8	2016_Loc2
PHW30/B73-302 - (2n)-02	2016	2	26	ULA	78.6252	1	4	194	8	2016_Loc2
PHW30/B73-341 - (2n)-02	2016	2	27	ULA	68.4522	1	4	201	8	2016_Loc2
Mo17/PHW30-126 - (2n)-02	2016	2	28	ULA	50.8608	1	5	92	8	2016_Loc2
PHW30/B73-161 - (2n)-02	2016	2	29	ULA	68.9716	1	4	173	8	2016_Loc2
Mo17/PHW30-160 - (2n)-01	2016	2	30	ULA	43.9644	1	5	100	8	2016_Loc2
PHW30/B73-311 - (2n)-01	2016	2	31	ULA	67.8952	1	4	195	8	2016_Loc2
PHW30/B73-097 - (2n)-01	2016	2	34	ULA	71.395	1	4	163	8	2016_Loc2
PHW30/Mo17-178 - (2n)-02	2016	2	35	ULA	80.6764	1	5	286	8	2016_Loc2
PHW30/B73-055 - (2n)-01	2016	2	5	ULA	67.9056	1	4	155	9	2016_Loc2
Mo17/PHW30-200 - (2n)-02	2016	2	6	ULA	56.12	1	5	105	9	2016_Loc2
PHW30/Mo17-037 - (2n)-02	2016	2	7	ULA	46.5868	1	5	230	9	2016_Loc2
PHW30/Mo17-113 - (2n)-01	2016	2	8	ULA	79.5334	1	5	263	9	2016_Loc2
