Pedigree	Year	Loc	Pass	Trait	Value	Coded_Trait	Pop	Gen	Range	Env
PHW30	2018	1	22	MLA	75.324	4	3	3	2	2018_Loc1
PHW30	2018	1	22	TUELA	78.47766666666666	2	3	3	2	2018_Loc1
PHW30	2018	1	22	ULA	75.87033333333333	1	3	3	2	2018_Loc1
B73	2018	1	13	FUELA	66.70133333333334	3	3	1	2	2018_Loc1
B73	2018	1	13	MLA	55.949333333333335	4	3	1	2	2018_Loc1
B73	2018	1	13	TUELA	79.67533333333334	2	3	1	2	2018_Loc1
B73	2018	1	13	ULA	82.552	1	3	1	2	2018_Loc1
Mo17	2018	1	6	FUELA	67.35766666666667	3	3	2	2	2018_Loc1
Mo17	2018	1	6	MLA	59.71933333333333	4	3	2	2	2018_Loc1
Mo17	2018	1	6	TUELA	59.252	2	3	2	2	2018_Loc1
Mo17	2018	1	6	ULA	55.586666666666666	1	3	2	2	2018_Loc1
B73	2018	1	25	FUELA	70.809	3	3	1	3	2018_Loc1
B73	2018	1	25	MLA	58.59133333333333	4	3	1	3	2018_Loc1
B73	2018	1	25	TUELA	79.757	2	3	1	3	2018_Loc1
B73	2018	1	25	ULA	82.431	1	3	1	3	2018_Loc1
PHW30	2018	1	26	FUELA	76.885	3	3	3	3	2018_Loc1
PHW30	2018	1	26	MLA	73.67166666666667	4	3	3	3	2018_Loc1
PHW30	2018	1	26	TUELA	75.101	2	3	3	3	2018_Loc1
PHW30	2018	1	26	ULA	77.39433333333334	1	3	3	3	2018_Loc1
Mo17	2018	1	29	FUELA	64.93266666666666	3	3	2	3	2018_Loc1
Mo17	2018	1	29	MLA	63.33533333333334	4	3	2	3	2018_Loc1
Mo17	2018	1	29	TUELA	63.92133333333334	2	3	2	3	2018_Loc1
Mo17	2018	1	29	ULA	53.993	1	3	2	3	2018_Loc1
Mo17	2018	1	29	FUELA	68.11933333333333	3	3	2	4	2018_Loc1
Mo17	2018	1	29	MLA	66.55266666666667	4	3	2	4	2018_Loc1
Mo17	2018	1	29	TUELA	57.05466666666666	2	3	2	4	2018_Loc1
Mo17	2018	1	29	ULA	48.08633333333333	1	3	2	4	2018_Loc1
B73	2018	1	14	FUELA	69.46933333333334	3	3	1	4	2018_Loc1
B73	2018	1	14	MLA	61.56966666666667	4	3	1	4	2018_Loc1
B73	2018	1	14	TUELA	77.43299999999999	2	3	1	4	2018_Loc1
B73	2018	1	14	ULA	80.87933333333334	1	3	1	4	2018_Loc1
PHW30	2018	1	12	FUELA	75.25466666666667	3	3	3	4	2018_Loc1
PHW30	2018	1	12	MLA	75.57566666666666	4	3	3	4	2018_Loc1
PHW30	2018	1	12	TUELA	76.86433333333333	2	3	3	4	2018_Loc1
PHW30	2018	1	12	ULA	74.90033333333334	1	3	3	4	2018_Loc1
PHW30	2018	1	7	FUELA	77.64	3	3	3	5	2018_Loc1
PHW30	2018	1	7	MLA	76.00266666666667	4	3	3	5	2018_Loc1
PHW30	2018	1	7	TUELA	76.90533333333333	2	3	3	5	2018_Loc1
PHW30	2018	1	7	ULA	71.29	1	3	3	5	2018_Loc1
Mo17	2018	1	34	FUELA	61.791666666666664	3	3	2	5	2018_Loc1
Mo17	2018	1	34	MLA	57.937000000000005	4	3	2	5	2018_Loc1
Mo17	2018	1	34	TUELA	60.837	2	3	2	5	2018_Loc1
Mo17	2018	1	34	ULA	47.57266666666666	1	3	2	5	2018_Loc1
Mo17	2018	1	30	FUELA	67.10633333333334	3	3	2	6	2018_Loc1
Mo17	2018	1	30	MLA	64.301	4	3	2	6	2018_Loc1
Mo17	2018	1	30	TUELA	58.519333333333336	2	3	2	6	2018_Loc1
Mo17	2018	1	30	ULA	51.004999999999995	1	3	2	6	2018_Loc1
PHW30	2018	1	25	FUELA	78.382	3	3	3	6	2018_Loc1
PHW30	2018	1	25	MLA	72.29433333333333	4	3	3	6	2018_Loc1
PHW30	2018	1	25	TUELA	75.33266666666667	2	3	3	6	2018_Loc1
PHW30	2018	1	25	ULA	74.31766666666667	1	3	3	6	2018_Loc1
B73	2018	1	6	FUELA	72.47566666666667	3	3	1	6	2018_Loc1
B73	2018	1	6	MLA	62.135666666666665	4	3	1	6	2018_Loc1
B73	2018	1	6	TUELA	73.49266666666666	2	3	1	6	2018_Loc1
B73	2018	1	6	ULA	80.58066666666667	1	3	1	6	2018_Loc1
B73	2018	1	6	FUELA	68.15933333333334	3	3	1	7	2018_Loc1
B73	2018	1	6	MLA	60.15233333333333	4	3	1	7	2018_Loc1
B73	2018	1	6	TUELA	75.396	2	3	1	7	2018_Loc1
B73	2018	1	6	ULA	80.86566666666667	1	3	1	7	2018_Loc1
PHW30	2018	1	18	FUELA	77.208	3	3	3	7	2018_Loc1
PHW30	2018	1	18	MLA	71.196	4	3	3	7	2018_Loc1
PHW30	2018	1	18	TUELA	78.84666666666666	2	3	3	7	2018_Loc1
PHW30	2018	1	18	ULA	71.31833333333333	1	3	3	7	2018_Loc1
Mo17	2018	1	34	FUELA	62.75966666666667	3	3	2	7	2018_Loc1
Mo17	2018	1	34	MLA	62.63166666666667	4	3	2	7	2018_Loc1
Mo17	2018	1	34	TUELA	55.580666666666666	2	3	2	7	2018_Loc1
Mo17	2018	1	34	ULA	59.449	1	3	2	7	2018_Loc1
B73	2018	1	17	FUELA	72.40899999999999	3	3	1	8	2018_Loc1
B73	2018	1	17	MLA	60.30833333333334	4	3	1	8	2018_Loc1
B73	2018	1	17	TUELA	77.39766666666667	2	3	1	8	2018_Loc1
B73	2018	1	17	ULA	79.33533333333334	1	3	1	8	2018_Loc1
Mo17	2018	1	14	FUELA	59.397333333333336	3	3	2	8	2018_Loc1
Mo17	2018	1	14	MLA	53.00133333333333	4	3	2	8	2018_Loc1
Mo17	2018	1	14	TUELA	61.932	2	3	2	8	2018_Loc1
Mo17	2018	1	14	ULA	54.08866666666666	1	3	2	8	2018_Loc1
PHW30	2018	1	12	FUELA	73.99466666666666	3	3	3	8	2018_Loc1
PHW30	2018	1	12	MLA	70.804	4	3	3	8	2018_Loc1
PHW30	2018	1	12	TUELA	77.82866666666666	2	3	3	8	2018_Loc1
PHW30	2018	1	12	ULA	73.25433333333334	1	3	3	8	2018_Loc1
PHW30	2018	1	6	FUELA	76.09666666666666	3	3	3	9	2018_Loc1
PHW30	2018	1	6	MLA	70.33566666666667	4	3	3	9	2018_Loc1
PHW30	2018	1	6	TUELA	78.79966666666667	2	3	3	9	2018_Loc1
PHW30	2018	1	6	ULA	75.378	1	3	3	9	2018_Loc1
B73	2018	1	15	FUELA	67.84333333333333	3	3	1	9	2018_Loc1
B73	2018	1	15	MLA	58.528	4	3	1	9	2018_Loc1
B73	2018	1	15	TUELA	77.16833333333334	2	3	1	9	2018_Loc1
B73	2018	1	15	ULA	81.176	1	3	1	9	2018_Loc1
Mo17	2018	1	20	FUELA	60.404333333333334	3	3	2	9	2018_Loc1
Mo17	2018	1	20	MLA	62.07	4	3	2	9	2018_Loc1
Mo17	2018	1	20	TUELA	63.817	2	3	2	9	2018_Loc1
Mo17	2018	1	20	ULA	46.01133333333333	1	3	2	9	2018_Loc1
B73	2018	1	24	FUELA	72.72933333333333	3	3	1	10	2018_Loc1
B73	2018	1	24	MLA	57.18566666666666	4	3	1	10	2018_Loc1
B73	2018	1	24	TUELA	78.21033333333334	2	3	1	10	2018_Loc1
B73	2018	1	24	ULA	79.64833333333333	1	3	1	10	2018_Loc1
Mo17	2018	1	18	FUELA	64.411	3	3	2	10	2018_Loc1
Mo17	2018	1	18	MLA	61.243	4	3	2	10	2018_Loc1
Mo17	2018	1	18	TUELA	61.251999999999995	2	3	2	10	2018_Loc1
Mo17	2018	1	18	ULA	56.609	1	3	2	10	2018_Loc1
PHW30	2018	1	17	FUELA	74.82866666666666	3	3	3	10	2018_Loc1
PHW30	2018	1	17	MLA	73.47133333333333	4	3	3	10	2018_Loc1
PHW30	2018	1	17	TUELA	78.402	2	3	3	10	2018_Loc1
PHW30	2018	1	17	ULA	75.50133333333333	1	3	3	10	2018_Loc1
B73	2018	1	7	FUELA	64.63666666666667	3	3	1	11	2018_Loc1
B73	2018	1	7	MLA	62.51766666666666	4	3	1	11	2018_Loc1
B73	2018	1	7	TUELA	77.506	2	3	1	11	2018_Loc1
B73	2018	1	7	ULA	77.55533333333334	1	3	1	11	2018_Loc1
PHW30	2018	1	20	FUELA	78.284	3	3	3	11	2018_Loc1
PHW30	2018	1	20	MLA	73.1325	4	3	3	11	2018_Loc1
PHW30	2018	1	20	TUELA	78.083	2	3	3	11	2018_Loc1
PHW30	2018	1	20	ULA	74.478	1	3	3	11	2018_Loc1
Mo17	2018	1	22	FUELA	66.0115	3	3	2	11	2018_Loc1
Mo17	2018	1	22	MLA	62.94933333333333	4	3	2	11	2018_Loc1
Mo17	2018	1	22	TUELA	62.2805	2	3	2	11	2018_Loc1
Mo17	2018	1	22	ULA	47.02733333333333	1	3	2	11	2018_Loc1
B73	2018	1	26	FUELA	73.30666666666666	3	3	1	5	2018_Loc1
B73	2018	1	26	MLA	59.26466666666666	4	3	1	5	2018_Loc1
B73	2018	1	26	TUELA	75.078	2	3	1	5	2018_Loc1
B73	2018	1	26	ULA	79.45233333333333	1	3	1	5	2018_Loc1
B73	2017	1	23	lin_a	68.80733956364486	6	3	1	1	2017_Loc1
B73	2017	1	39	lin_a	63.25228504560748	6	3	1	2	2017_Loc1
B73	2017	1	47	lin_a	66.80661214897195	6	3	1	3	2017_Loc1
B73	2017	1	44	lin_a	63.58946209682244	6	3	1	4	2017_Loc1
B73	2017	1	42	lin_a	64.52142523420561	6	3	1	5	2017_Loc1
B73	2017	1	26	lin_a	66.58335825654204	6	3	1	6	2017_Loc1
B73	2017	1	47	lin_a	68.46885254514021	6	3	1	7	2017_Loc1
B73	2017	1	41	lin_a	65.54652024813083	6	3	1	8	2017_Loc1
B73	2017	1	17	lin_a	69.55633644607475	6	3	1	9	2017_Loc1
B73	2017	2	12	lin_a	71.6546713417757	6	3	1	1	2017_Loc2
B73	2017	2	20	lin_a	69.50650155906543	6	3	1	2	2017_Loc2
B73	2017	2	29	lin_a	71.15385981140187	6	3	1	3	2017_Loc2
B73	2017	2	36	lin_a	70.02782020373832	6	3	1	4	2017_Loc2
B73	2017	2	12	lin_a	71.12331775878503	6	3	1	5	2017_Loc2
B73	2017	2	9	lin_a	72.17468068392523	6	3	1	6	2017_Loc2
B73	2017	2	11	lin_a	72.65389408056072	6	3	1	7	2017_Loc2
B73	2017	2	33	lin_a	73.19787383186915	6	3	1	8	2017_Loc2
B73	2017	2	9	lin_a	72.1655560759813	6	3	1	9	2017_Loc2
B73	2017	2	32	lin_a	71.42805295841121	6	3	1	10	2017_Loc2
B73	2017	2	7	lin_a	73.61330062205609	6	3	1	11	2017_Loc2
B73	2018	1	25	lin_a	69.13424610591899	6	3	1	1	2018_Loc1
B73	2018	1	13	lin_a	64.15066666666667	6	3	1	2	2018_Loc1
B73	2018	1	25	lin_a	66.6969968847352	6	3	1	3	2018_Loc1
B73	2018	1	14	lin_a	67.32263862928347	6	3	1	4	2018_Loc1
B73	2018	1	26	lin_a	66.8790093457944	6	3	1	5	2018_Loc1
B73	2018	1	6	lin_a	67.82805919003115	6	3	1	6	2018_Loc1
B73	2018	1	6	lin_a	65.8856355140187	6	3	1	7	2018_Loc1
B73	2018	1	17	lin_a	67.51335514018692	6	3	1	8	2018_Loc1
B73	2018	1	15	lin_a	65.29630529595016	6	3	1	9	2018_Loc1
B73	2018	1	24	lin_a	66.21082554517132	6	3	1	10	2018_Loc1
B73	2018	1	7	lin_a	66.23494392523367	6	3	1	11	2018_Loc1
Mo17	2017	1	34	lin_a	59.4044345782243	6	3	2	1	2017_Loc1
Mo17	2017	1	20	lin_a	59.6149470404673	6	3	2	2	2017_Loc1
Mo17	2017	1	14	lin_a	58.054580996448585	6	3	2	3	2017_Loc1
Mo17	2017	1	9	lin_a	59.891834889439245	6	3	2	4	2017_Loc1
Mo17	2017	1	40	lin_a	57.09043457822429	6	3	2	5	2017_Loc1
Mo17	2017	1	23	lin_a	58.84080373663551	6	3	2	6	2017_Loc1
Mo17	2017	1	33	lin_a	57.96312876495327	6	3	2	7	2017_Loc1
Mo17	2017	1	34	lin_a	54.57116822663552	6	3	2	8	2017_Loc1
Mo17	2017	1	11	lin_a	61.14617289953271	6	3	2	9	2017_Loc1
Mo17	2017	2	5	lin_a	57.556781929252345	6	3	2	1	2017_Loc2
Mo17	2017	2	22	lin_a	56.858827100467295	6	3	2	2	2017_Loc2
Mo17	2017	2	22	lin_a	51.86620404906542	6	3	2	3	2017_Loc2
Mo17	2017	2	16	lin_a	52.14237383373832	6	3	2	4	2017_Loc2
Mo17	2017	2	6	lin_a	55.78873831719625	6	3	2	5	2017_Loc2
Mo17	2017	2	23	lin_a	55.834216510467286	6	3	2	6	2017_Loc2
Mo17	2017	2	30	lin_a	57.23959189878504	6	3	2	7	2017_Loc2
Mo17	2017	2	21	lin_a	57.21899376990653	6	3	2	8	2017_Loc2
Mo17	2017	2	6	lin_a	58.1104454824299	6	3	2	9	2017_Loc2
Mo17	2017	2	16	lin_a	55.922246108691596	6	3	2	10	2017_Loc2
Mo17	2017	2	23	lin_a	58.08009190009345	6	3	2	11	2017_Loc2
Mo17	2018	1	24	lin_a	64.64895950155763	6	3	2	1	2018_Loc1
Mo17	2018	1	6	lin_a	61.77058566978194	6	3	2	2	2018_Loc1
Mo17	2018	1	29	lin_a	63.5623738317757	6	3	2	3	2018_Loc1
Mo17	2018	1	29	lin_a	64.73307788161993	6	3	2	4	2018_Loc1
Mo17	2018	1	34	lin_a	59.19019626168225	6	3	2	5	2018_Loc1
Mo17	2018	1	30	lin_a	63.670314641744554	6	3	2	6	2018_Loc1
Mo17	2018	1	34	lin_a	61.36481931464174	6	3	2	7	2018_Loc1
Mo17	2018	1	14	lin_a	56.45715887850467	6	3	2	8	2018_Loc1
Mo17	2018	1	20	lin_a	61.26542056074764	6	3	2	9	2018_Loc1
Mo17	2018	1	18	lin_a	62.01871962616822	6	3	2	10	2018_Loc1
Mo17	2018	1	22	lin_a	63.15739252336449	6	3	2	11	2018_Loc1
PHW30	2017	1	39	lin_a	74.17059968999999	6	3	3	1	2017_Loc1
PHW30	2017	1	44	lin_a	74.17715108925233	6	3	3	2	2017_Loc1
PHW30	2017	1	36	lin_a	72.80510280570093	6	3	3	3	2017_Loc1
PHW30	2017	1	19	lin_a	74.21240186981308	6	3	3	4	2017_Loc1
PHW30	2017	1	22	lin_a	72.92002491990655	6	3	3	5	2017_Loc1
PHW30	2017	1	9	lin_a	74.64570716532711	6	3	3	6	2017_Loc1
PHW30	2017	1	42	lin_a	77.04952793271028	6	3	3	7	2017_Loc1
PHW30	2017	1	30	lin_a	76.0317647960748	6	3	3	8	2017_Loc1
PHW30	2017	1	21	lin_a	73.75920249373833	6	3	3	9	2017_Loc1
PHW30	2017	2	29	lin_a	79.77914486102803	6	3	3	1	2017_Loc2
PHW30	2017	2	35	lin_a	77.09679127934581	6	3	3	2	2017_Loc2
PHW30	2017	2	17	lin_a	78.31396884813083	6	3	3	3	2017_Loc2
PHW30	2017	2	35	lin_a	78.71858878383179	6	3	3	4	2017_Loc2
PHW30	2017	2	13	lin_a	77.42373520140188	6	3	3	5	2017_Loc2
PHW30	2017	2	14	lin_a	77.86938473411216	6	3	3	6	2017_Loc2
PHW30	2017	2	25	lin_a	78.01609034364486	6	3	3	7	2017_Loc2
PHW30	2017	2	24	lin_a	78.63486915766356	6	3	3	8	2017_Loc2
PHW30	2017	2	7	lin_a	79.42527414121497	6	3	3	9	2017_Loc2
PHW30	2017	2	13	lin_a	77.59085358355141	6	3	3	10	2017_Loc2
PHW30	2017	2	13	lin_a	78.94802024934579	6	3	3	11	2017_Loc2
PHW30	2018	1	34	lin_a	75.84929906542055	6	3	3	1	2018_Loc1
PHW30	2018	1	22	lin_a	77.29032398753894	6	3	3	2	2018_Loc1
PHW30	2018	1	26	lin_a	75.01227725856701	6	3	3	3	2018_Loc1
PHW30	2018	1	12	lin_a	75.67120560747664	6	3	3	4	2018_Loc1
PHW30	2018	1	7	lin_a	76.4680124610592	6	3	3	5	2018_Loc1
PHW30	2018	1	25	lin_a	74.70170404984425	6	3	3	6	2018_Loc1
PHW30	2018	1	18	lin_a	74.2855825545171	6	3	3	7	2018_Loc1
PHW30	2018	1	12	lin_a	73.03153894080997	6	3	3	8	2018_Loc1
PHW30	2018	1	6	lin_a	73.67093146417444	6	3	3	9	2018_Loc1
PHW30	2018	1	17	lin_a	74.78261059190032	6	3	3	10	2018_Loc1
PHW30	2018	1	20	lin_a	75.55622897196261	6	3	3	11	2018_Loc1
B73	2017	1	23	lin_b1	2.584520249345794	7	3	1	1	2017_Loc1
B73	2017	1	39	lin_b1	3.888718068224298	7	3	1	2	2017_Loc1
B73	2017	1	47	lin_b1	2.7961978191588774	7	3	1	3	2017_Loc1
B73	2017	1	44	lin_b1	2.7264184846728963	7	3	1	4	2017_Loc1
B73	2017	1	42	lin_b1	2.4334236761682244	7	3	1	5	2017_Loc1
B73	2017	1	26	lin_b1	2.2605809962616834	7	3	1	6	2017_Loc1
B73	2017	1	47	lin_b1	2.2126874342056078	7	3	1	7	2017_Loc1
B73	2017	1	41	lin_b1	2.596274143925233	7	3	1	8	2017_Loc1
B73	2017	1	17	lin_b1	1.9954267922429916	7	3	1	9	2017_Loc1
B73	2017	2	12	lin_b1	1.8528068532710285	7	3	1	1	2017_Loc2
B73	2017	2	20	lin_b1	2.329380061962617	7	3	1	2	2017_Loc2
B73	2017	2	29	lin_b1	1.593294392056074	7	3	1	3	2017_Loc2
B73	2017	2	36	lin_b1	2.786058522149532	7	3	1	4	2017_Loc2
B73	2017	2	12	lin_b1	1.5788660435514004	7	3	1	5	2017_Loc2
B73	2017	2	9	lin_b1	2.18858722775701	7	3	1	6	2017_Loc2
B73	2017	2	11	lin_b1	2.125489096822432	7	3	1	7	2017_Loc2
B73	2017	2	33	lin_b1	2.0230482860747667	7	3	1	8	2017_Loc2
B73	2017	2	9	lin_b1	1.7083489094392519	7	3	1	9	2017_Loc2
B73	2017	2	32	lin_b1	1.8117554523364485	7	3	1	10	2017_Loc2
B73	2017	2	7	lin_b1	1.197518691682243	7	3	1	11	2017_Loc2
