Coded_Trait	Trait	Year	Loc	Env	Range	Pass	Pedigree	Pop	Gen
3	FUELA	2017	1	2017_Loc1	7	31	PHW30/Mo17-010 - (2n)-02	5	219
4	MLA	2017	1	2017_Loc1	7	31	PHW30/Mo17-010 - (2n)-02	5	219
2	TUELA	2017	1	2017_Loc1	7	31	PHW30/Mo17-010 - (2n)-02	5	219
1	ULA	2017	1	2017_Loc1	7	31	PHW30/Mo17-010 - (2n)-02	5	219
3	FUELA	2017	1	2017_Loc1	7	32	PHW30/Mo17-165 - (2n)-02	5	283
4	MLA	2017	1	2017_Loc1	7	32	PHW30/Mo17-165 - (2n)-02	5	283
2	TUELA	2017	1	2017_Loc1	7	32	PHW30/Mo17-165 - (2n)-02	5	283
1	ULA	2017	1	2017_Loc1	7	32	PHW30/Mo17-165 - (2n)-02	5	283
3	FUELA	2017	1	2017_Loc1	7	34	PHW30/Mo17-028 - (2n)-01	5	224
4	MLA	2017	1	2017_Loc1	7	34	PHW30/Mo17-028 - (2n)-01	5	224
2	TUELA	2017	1	2017_Loc1	7	34	PHW30/Mo17-028 - (2n)-01	5	224
1	ULA	2017	1	2017_Loc1	7	34	PHW30/Mo17-028 - (2n)-01	5	224
3	FUELA	2017	1	2017_Loc1	7	35	PHW30/B73-241 - (2n)-01	4	184
4	MLA	2017	1	2017_Loc1	7	35	PHW30/B73-241 - (2n)-01	4	184
2	TUELA	2017	1	2017_Loc1	7	35	PHW30/B73-241 - (2n)-01	4	184
1	ULA	2017	1	2017_Loc1	7	35	PHW30/B73-241 - (2n)-01	4	184
3	FUELA	2017	1	2017_Loc1	7	36	Mo17/PHW30-456 - (2n)-01	5	145
4	MLA	2017	1	2017_Loc1	7	36	Mo17/PHW30-456 - (2n)-01	5	145
2	TUELA	2017	1	2017_Loc1	7	36	Mo17/PHW30-456 - (2n)-01	5	145
1	ULA	2017	1	2017_Loc1	7	36	Mo17/PHW30-456 - (2n)-01	5	145
3	FUELA	2017	1	2017_Loc1	7	37	PHW30/Mo17-299 - (2n)-02	5	307
4	MLA	2017	1	2017_Loc1	7	37	PHW30/Mo17-299 - (2n)-02	5	307
2	TUELA	2017	1	2017_Loc1	7	37	PHW30/Mo17-299 - (2n)-02	5	307
1	ULA	2017	1	2017_Loc1	7	37	PHW30/Mo17-299 - (2n)-02	5	307
3	FUELA	2017	1	2017_Loc1	7	38	B73/PHW30-348 - (2n)-01	4	52
4	MLA	2017	1	2017_Loc1	7	38	B73/PHW30-348 - (2n)-01	4	52
2	TUELA	2017	1	2017_Loc1	7	38	B73/PHW30-348 - (2n)-01	4	52
1	ULA	2017	1	2017_Loc1	7	38	B73/PHW30-348 - (2n)-01	4	52
3	FUELA	2017	1	2017_Loc1	7	40	B73/PHW30-063 - (2n)-01	4	8
4	MLA	2017	1	2017_Loc1	7	40	B73/PHW30-063 - (2n)-01	4	8
2	TUELA	2017	1	2017_Loc1	7	40	B73/PHW30-063 - (2n)-01	4	8
1	ULA	2017	1	2017_Loc1	7	40	B73/PHW30-063 - (2n)-01	4	8
3	FUELA	2017	1	2017_Loc1	7	41	Mo17/PHW30-309 - (2n)-02	5	125
4	MLA	2017	1	2017_Loc1	7	41	Mo17/PHW30-309 - (2n)-02	5	125
2	TUELA	2017	1	2017_Loc1	7	41	Mo17/PHW30-309 - (2n)-02	5	125
1	ULA	2017	1	2017_Loc1	7	41	Mo17/PHW30-309 - (2n)-02	5	125
3	FUELA	2017	1	2017_Loc1	7	43	PHW30/B73-289 - (2n)-02	4	191
4	MLA	2017	1	2017_Loc1	7	43	PHW30/B73-289 - (2n)-02	4	191
2	TUELA	2017	1	2017_Loc1	7	43	PHW30/B73-289 - (2n)-02	4	191
1	ULA	2017	1	2017_Loc1	7	43	PHW30/B73-289 - (2n)-02	4	191
3	FUELA	2017	1	2017_Loc1	7	44	B73/PHW30-412 - (2n)-01	4	62
4	MLA	2017	1	2017_Loc1	7	44	B73/PHW30-412 - (2n)-01	4	62
2	TUELA	2017	1	2017_Loc1	7	44	B73/PHW30-412 - (2n)-01	4	62
1	ULA	2017	1	2017_Loc1	7	44	B73/PHW30-412 - (2n)-01	4	62
3	FUELA	2017	1	2017_Loc1	7	45	Mo17/PHW30-248 - (2n)-01	5	112
4	MLA	2017	1	2017_Loc1	7	45	Mo17/PHW30-248 - (2n)-01	5	112
2	TUELA	2017	1	2017_Loc1	7	45	Mo17/PHW30-248 - (2n)-01	5	112
1	ULA	2017	1	2017_Loc1	7	45	Mo17/PHW30-248 - (2n)-01	5	112
3	FUELA	2017	1	2017_Loc1	7	46	B73/PHW30-163 - (2n)-02	4	27
4	MLA	2017	1	2017_Loc1	7	46	B73/PHW30-163 - (2n)-02	4	27
2	TUELA	2017	1	2017_Loc1	7	46	B73/PHW30-163 - (2n)-02	4	27
1	ULA	2017	1	2017_Loc1	7	46	B73/PHW30-163 - (2n)-02	4	27
3	FUELA	2017	1	2017_Loc1	7	48	PHW30/Mo17-308 - (2n)-01	5	309
4	MLA	2017	1	2017_Loc1	7	48	PHW30/Mo17-308 - (2n)-01	5	309
2	TUELA	2017	1	2017_Loc1	7	48	PHW30/Mo17-308 - (2n)-01	5	309
1	ULA	2017	1	2017_Loc1	7	48	PHW30/Mo17-308 - (2n)-01	5	309
3	FUELA	2017	1	2017_Loc1	8	48	Mo17/PHW30-094 - (2n)-01	5	87
4	MLA	2017	1	2017_Loc1	8	48	Mo17/PHW30-094 - (2n)-01	5	87
2	TUELA	2017	1	2017_Loc1	8	48	Mo17/PHW30-094 - (2n)-01	5	87
1	ULA	2017	1	2017_Loc1	8	48	Mo17/PHW30-094 - (2n)-01	5	87
3	FUELA	2017	1	2017_Loc1	8	47	PHW30/Mo17-049 - (2n)-01	5	231
4	MLA	2017	1	2017_Loc1	8	47	PHW30/Mo17-049 - (2n)-01	5	231
2	TUELA	2017	1	2017_Loc1	8	47	PHW30/Mo17-049 - (2n)-01	5	231
1	ULA	2017	1	2017_Loc1	8	47	PHW30/Mo17-049 - (2n)-01	5	231
3	FUELA	2017	1	2017_Loc1	8	46	PHW30/Mo17-165 - (2n)-01	5	282
4	MLA	2017	1	2017_Loc1	8	46	PHW30/Mo17-165 - (2n)-01	5	282
2	TUELA	2017	1	2017_Loc1	8	46	PHW30/Mo17-165 - (2n)-01	5	282
1	ULA	2017	1	2017_Loc1	8	46	PHW30/Mo17-165 - (2n)-01	5	282
3	FUELA	2017	1	2017_Loc1	8	45	Mo17/PHW30-217 - (2n)-02	5	107
4	MLA	2017	1	2017_Loc1	8	45	Mo17/PHW30-217 - (2n)-02	5	107
2	TUELA	2017	1	2017_Loc1	8	45	Mo17/PHW30-217 - (2n)-02	5	107
1	ULA	2017	1	2017_Loc1	8	45	Mo17/PHW30-217 - (2n)-02	5	107
3	FUELA	2017	1	2017_Loc1	8	44	B73/PHW30-186 - (2n)-02	4	32
4	MLA	2017	1	2017_Loc1	8	44	B73/PHW30-186 - (2n)-02	4	32
2	TUELA	2017	1	2017_Loc1	8	44	B73/PHW30-186 - (2n)-02	4	32
1	ULA	2017	1	2017_Loc1	8	44	B73/PHW30-186 - (2n)-02	4	32
3	FUELA	2017	1	2017_Loc1	8	43	Mo17/PHW30-009 - (2n)-01	5	66
4	MLA	2017	1	2017_Loc1	8	43	Mo17/PHW30-009 - (2n)-01	5	66
2	TUELA	2017	1	2017_Loc1	8	43	Mo17/PHW30-009 - (2n)-01	5	66
1	ULA	2017	1	2017_Loc1	8	43	Mo17/PHW30-009 - (2n)-01	5	66
3	FUELA	2017	1	2017_Loc1	8	42	PHW30/Mo17-113 - (2n)-02	5	264
4	MLA	2017	1	2017_Loc1	8	42	PHW30/Mo17-113 - (2n)-02	5	264
2	TUELA	2017	1	2017_Loc1	8	42	PHW30/Mo17-113 - (2n)-02	5	264
1	ULA	2017	1	2017_Loc1	8	42	PHW30/Mo17-113 - (2n)-02	5	264
3	FUELA	2017	1	2017_Loc1	8	40	B73/PHW30-100 - (2n)-02	4	20
4	MLA	2017	1	2017_Loc1	8	40	B73/PHW30-100 - (2n)-02	4	20
2	TUELA	2017	1	2017_Loc1	8	40	B73/PHW30-100 - (2n)-02	4	20
1	ULA	2017	1	2017_Loc1	8	40	B73/PHW30-100 - (2n)-02	4	20
3	FUELA	2017	1	2017_Loc1	8	39	Mo17/PHW30-231 - (2n)-03	5	109
4	MLA	2017	1	2017_Loc1	8	39	Mo17/PHW30-231 - (2n)-03	5	109
2	TUELA	2017	1	2017_Loc1	8	39	Mo17/PHW30-231 - (2n)-03	5	109
1	ULA	2017	1	2017_Loc1	8	39	Mo17/PHW30-231 - (2n)-03	5	109
3	FUELA	2017	1	2017_Loc1	8	38	Mo17/PHW30-235 - (2n)-02	5	111
4	MLA	2017	1	2017_Loc1	8	38	Mo17/PHW30-235 - (2n)-02	5	111
2	TUELA	2017	1	2017_Loc1	8	38	Mo17/PHW30-235 - (2n)-02	5	111
1	ULA	2017	1	2017_Loc1	8	38	Mo17/PHW30-235 - (2n)-02	5	111
3	FUELA	2017	1	2017_Loc1	8	37	PHW30/Mo17-157 - (2n)-02	5	277
4	MLA	2017	1	2017_Loc1	8	37	PHW30/Mo17-157 - (2n)-02	5	277
2	TUELA	2017	1	2017_Loc1	8	37	PHW30/Mo17-157 - (2n)-02	5	277
1	ULA	2017	1	2017_Loc1	8	37	PHW30/Mo17-157 - (2n)-02	5	277
3	FUELA	2017	1	2017_Loc1	8	36	PHW30/Mo17-026 - (2n)-01	5	222
4	MLA	2017	1	2017_Loc1	8	36	PHW30/Mo17-026 - (2n)-01	5	222
2	TUELA	2017	1	2017_Loc1	8	36	PHW30/Mo17-026 - (2n)-01	5	222
1	ULA	2017	1	2017_Loc1	8	36	PHW30/Mo17-026 - (2n)-01	5	222
3	FUELA	2017	1	2017_Loc1	8	35	PHW30/B73-349 - (2n)-01	4	202
4	MLA	2017	1	2017_Loc1	8	35	PHW30/B73-349 - (2n)-01	4	202
2	TUELA	2017	1	2017_Loc1	8	35	PHW30/B73-349 - (2n)-01	4	202
1	ULA	2017	1	2017_Loc1	8	35	PHW30/B73-349 - (2n)-01	4	202
3	FUELA	2017	1	2017_Loc1	8	33	Mo17/PHW30-148 - (2n)-02	5	96
4	MLA	2017	1	2017_Loc1	8	33	Mo17/PHW30-148 - (2n)-02	5	96
2	TUELA	2017	1	2017_Loc1	8	33	Mo17/PHW30-148 - (2n)-02	5	96
1	ULA	2017	1	2017_Loc1	8	33	Mo17/PHW30-148 - (2n)-02	5	96
3	FUELA	2017	1	2017_Loc1	8	32	B73/PHW30-196 - (2n)-01	4	33
4	MLA	2017	1	2017_Loc1	8	32	B73/PHW30-196 - (2n)-01	4	33
2	TUELA	2017	1	2017_Loc1	8	32	B73/PHW30-196 - (2n)-01	4	33
1	ULA	2017	1	2017_Loc1	8	32	B73/PHW30-196 - (2n)-01	4	33
3	FUELA	2017	1	2017_Loc1	8	31	PHW30/Mo17-051 - (2n)-01	5	235
4	MLA	2017	1	2017_Loc1	8	31	PHW30/Mo17-051 - (2n)-01	5	235
2	TUELA	2017	1	2017_Loc1	8	31	PHW30/Mo17-051 - (2n)-01	5	235
1	ULA	2017	1	2017_Loc1	8	31	PHW30/Mo17-051 - (2n)-01	5	235
3	FUELA	2017	1	2017_Loc1	8	29	B73/PHW30-211 - (2n)-01	4	37
4	MLA	2017	1	2017_Loc1	8	29	B73/PHW30-211 - (2n)-01	4	37
2	TUELA	2017	1	2017_Loc1	8	29	B73/PHW30-211 - (2n)-01	4	37
1	ULA	2017	1	2017_Loc1	8	29	B73/PHW30-211 - (2n)-01	4	37
3	FUELA	2017	1	2017_Loc1	8	28	PHW30/Mo17-129 - (2n)-01	5	265
4	MLA	2017	1	2017_Loc1	8	28	PHW30/Mo17-129 - (2n)-01	5	265
2	TUELA	2017	1	2017_Loc1	8	28	PHW30/Mo17-129 - (2n)-01	5	265
1	ULA	2017	1	2017_Loc1	8	28	PHW30/Mo17-129 - (2n)-01	5	265
3	FUELA	2017	1	2017_Loc1	8	27	PHW30/B73-161 - (2n)-02	4	173
4	MLA	2017	1	2017_Loc1	8	27	PHW30/B73-161 - (2n)-02	4	173
2	TUELA	2017	1	2017_Loc1	8	27	PHW30/B73-161 - (2n)-02	4	173
1	ULA	2017	1	2017_Loc1	8	27	PHW30/B73-161 - (2n)-02	4	173
3	FUELA	2017	1	2017_Loc1	8	26	PHW30/Mo17-054 - (2n)-02	5	238
4	MLA	2017	1	2017_Loc1	8	26	PHW30/Mo17-054 - (2n)-02	5	238
2	TUELA	2017	1	2017_Loc1	8	26	PHW30/Mo17-054 - (2n)-02	5	238
1	ULA	2017	1	2017_Loc1	8	26	PHW30/Mo17-054 - (2n)-02	5	238
3	FUELA	2017	1	2017_Loc1	8	25	PHW30/Mo17-194 - (2n)-01	5	291
4	MLA	2017	1	2017_Loc1	8	25	PHW30/Mo17-194 - (2n)-01	5	291
2	TUELA	2017	1	2017_Loc1	8	25	PHW30/Mo17-194 - (2n)-01	5	291
1	ULA	2017	1	2017_Loc1	8	25	PHW30/Mo17-194 - (2n)-01	5	291
3	FUELA	2017	1	2017_Loc1	8	24	PHW30/B73-015 - (2n)-02	4	152
4	MLA	2017	1	2017_Loc1	8	24	PHW30/B73-015 - (2n)-02	4	152
2	TUELA	2017	1	2017_Loc1	8	24	PHW30/B73-015 - (2n)-02	4	152
1	ULA	2017	1	2017_Loc1	8	24	PHW30/B73-015 - (2n)-02	4	152
3	FUELA	2017	1	2017_Loc1	8	23	Mo17/PHW30-254 - (2n)-01	5	114
4	MLA	2017	1	2017_Loc1	8	23	Mo17/PHW30-254 - (2n)-01	5	114
2	TUELA	2017	1	2017_Loc1	8	23	Mo17/PHW30-254 - (2n)-01	5	114
1	ULA	2017	1	2017_Loc1	8	23	Mo17/PHW30-254 - (2n)-01	5	114
3	FUELA	2017	1	2017_Loc1	8	22	PHW30/B73-015 - (2n)-01	4	151
4	MLA	2017	1	2017_Loc1	8	22	PHW30/B73-015 - (2n)-01	4	151
2	TUELA	2017	1	2017_Loc1	8	22	PHW30/B73-015 - (2n)-01	4	151
1	ULA	2017	1	2017_Loc1	8	22	PHW30/B73-015 - (2n)-01	4	151
3	FUELA	2017	1	2017_Loc1	8	21	B73/PHW30-256 - (2n)-01	4	43
4	MLA	2017	1	2017_Loc1	8	21	B73/PHW30-256 - (2n)-01	4	43
2	TUELA	2017	1	2017_Loc1	8	21	B73/PHW30-256 - (2n)-01	4	43
1	ULA	2017	1	2017_Loc1	8	21	B73/PHW30-256 - (2n)-01	4	43
3	FUELA	2017	1	2017_Loc1	8	20	Mo17/PHW30-121 - (2n)-03	5	90
4	MLA	2017	1	2017_Loc1	8	20	Mo17/PHW30-121 - (2n)-03	5	90
2	TUELA	2017	1	2017_Loc1	8	20	Mo17/PHW30-121 - (2n)-03	5	90
1	ULA	2017	1	2017_Loc1	8	20	Mo17/PHW30-121 - (2n)-03	5	90
3	FUELA	2017	1	2017_Loc1	8	19	PHW30/B73-232 - (2n)-01	4	182
4	MLA	2017	1	2017_Loc1	8	19	PHW30/B73-232 - (2n)-01	4	182
2	TUELA	2017	1	2017_Loc1	8	19	PHW30/B73-232 - (2n)-01	4	182
1	ULA	2017	1	2017_Loc1	8	19	PHW30/B73-232 - (2n)-01	4	182
3	FUELA	2017	1	2017_Loc1	8	18	B73/PHW30-237 - (2n)-01	4	40
4	MLA	2017	1	2017_Loc1	8	18	B73/PHW30-237 - (2n)-01	4	40
2	TUELA	2017	1	2017_Loc1	8	18	B73/PHW30-237 - (2n)-01	4	40
1	ULA	2017	1	2017_Loc1	8	18	B73/PHW30-237 - (2n)-01	4	40
3	FUELA	2017	1	2017_Loc1	8	17	PHW30/Mo17-037 - (2n)-02	5	230
4	MLA	2017	1	2017_Loc1	8	17	PHW30/Mo17-037 - (2n)-02	5	230
2	TUELA	2017	1	2017_Loc1	8	17	PHW30/Mo17-037 - (2n)-02	5	230
1	ULA	2017	1	2017_Loc1	8	17	PHW30/Mo17-037 - (2n)-02	5	230
3	FUELA	2017	1	2017_Loc1	8	16	B73/PHW30-098 - (2n)-01	4	17
4	MLA	2017	1	2017_Loc1	8	16	B73/PHW30-098 - (2n)-01	4	17
2	TUELA	2017	1	2017_Loc1	8	16	B73/PHW30-098 - (2n)-01	4	17
1	ULA	2017	1	2017_Loc1	8	16	B73/PHW30-098 - (2n)-01	4	17
3	FUELA	2017	1	2017_Loc1	8	15	PHW30/Mo17-101 - (2n)-01	5	258
4	MLA	2017	1	2017_Loc1	8	15	PHW30/Mo17-101 - (2n)-01	5	258
2	TUELA	2017	1	2017_Loc1	8	15	PHW30/Mo17-101 - (2n)-01	5	258
1	ULA	2017	1	2017_Loc1	8	15	PHW30/Mo17-101 - (2n)-01	5	258
3	FUELA	2017	1	2017_Loc1	8	14	PHW30/B73-184 - (2n)-01	4	176
4	MLA	2017	1	2017_Loc1	8	14	PHW30/B73-184 - (2n)-01	4	176
2	TUELA	2017	1	2017_Loc1	8	14	PHW30/B73-184 - (2n)-01	4	176
1	ULA	2017	1	2017_Loc1	8	14	PHW30/B73-184 - (2n)-01	4	176
3	FUELA	2017	1	2017_Loc1	8	13	PHW30/Mo17-136 - (2n)-01	5	267
4	MLA	2017	1	2017_Loc1	8	13	PHW30/Mo17-136 - (2n)-01	5	267
2	TUELA	2017	1	2017_Loc1	8	13	PHW30/Mo17-136 - (2n)-01	5	267
1	ULA	2017	1	2017_Loc1	8	13	PHW30/Mo17-136 - (2n)-01	5	267
3	FUELA	2017	1	2017_Loc1	8	12	PHW30/Mo17-064 - (2n)-01	5	243
4	MLA	2017	1	2017_Loc1	8	12	PHW30/Mo17-064 - (2n)-01	5	243
2	TUELA	2017	1	2017_Loc1	8	12	PHW30/Mo17-064 - (2n)-01	5	243
1	ULA	2017	1	2017_Loc1	8	12	PHW30/Mo17-064 - (2n)-01	5	243
3	FUELA	2017	1	2017_Loc1	8	11	B73/PHW30-068 - (2n)-01	4	12
4	MLA	2017	1	2017_Loc1	8	11	B73/PHW30-068 - (2n)-01	4	12
2	TUELA	2017	1	2017_Loc1	8	11	B73/PHW30-068 - (2n)-01	4	12
1	ULA	2017	1	2017_Loc1	8	11	B73/PHW30-068 - (2n)-01	4	12
3	FUELA	2017	1	2017_Loc1	8	10	B73/PHW30-288 - (2n)-01	4	47
4	MLA	2017	1	2017_Loc1	8	10	B73/PHW30-288 - (2n)-01	4	47
2	TUELA	2017	1	2017_Loc1	8	10	B73/PHW30-288 - (2n)-01	4	47
1	ULA	2017	1	2017_Loc1	8	10	B73/PHW30-288 - (2n)-01	4	47
3	FUELA	2017	1	2017_Loc1	8	9	Mo17/PHW30-016 - (2n)-02	5	70
4	MLA	2017	1	2017_Loc1	8	9	Mo17/PHW30-016 - (2n)-02	5	70
2	TUELA	2017	1	2017_Loc1	8	9	Mo17/PHW30-016 - (2n)-02	5	70
1	ULA	2017	1	2017_Loc1	8	9	Mo17/PHW30-016 - (2n)-02	5	70
3	FUELA	2017	1	2017_Loc1	9	9	PHW30/B73-390 - (2n)-01	4	209
4	MLA	2017	1	2017_Loc1	9	9	PHW30/B73-390 - (2n)-01	4	209
2	TUELA	2017	1	2017_Loc1	9	9	PHW30/B73-390 - (2n)-01	4	209
1	ULA	2017	1	2017_Loc1	9	9	PHW30/B73-390 - (2n)-01	4	209
3	FUELA	2017	1	2017_Loc1	9	10	PHW30/B73-287 - (2n)-01	4	188
4	MLA	2017	1	2017_Loc1	9	10	PHW30/B73-287 - (2n)-01	4	188
2	TUELA	2017	1	2017_Loc1	9	10	PHW30/B73-287 - (2n)-01	4	188
1	ULA	2017	1	2017_Loc1	9	10	PHW30/B73-287 - (2n)-01	4	188
3	FUELA	2017	1	2017_Loc1	9	12	Mo17/PHW30-314 - (2n)-01	5	126
4	MLA	2017	1	2017_Loc1	9	12	Mo17/PHW30-314 - (2n)-01	5	126
2	TUELA	2017	1	2017_Loc1	9	12	Mo17/PHW30-314 - (2n)-01	5	126
1	ULA	2017	1	2017_Loc1	9	12	Mo17/PHW30-314 - (2n)-01	5	126
3	FUELA	2017	1	2017_Loc1	9	13	Mo17/PHW30-321 - (2n)-01	5	127
4	MLA	2017	1	2017_Loc1	9	13	Mo17/PHW30-321 - (2n)-01	5	127
2	TUELA	2017	1	2017_Loc1	9	13	Mo17/PHW30-321 - (2n)-01	5	127
1	ULA	2017	1	2017_Loc1	9	13	Mo17/PHW30-321 - (2n)-01	5	127
3	FUELA	2017	1	2017_Loc1	9	14	Mo17/PHW30-008 - (2n)-01	5	64
4	MLA	2017	1	2017_Loc1	9	14	Mo17/PHW30-008 - (2n)-01	5	64
2	TUELA	2017	1	2017_Loc1	9	14	Mo17/PHW30-008 - (2n)-01	5	64
1	ULA	2017	1	2017_Loc1	9	14	Mo17/PHW30-008 - (2n)-01	5	64
3	FUELA	2017	1	2017_Loc1	9	15	Mo17/PHW30-200 - (2n)-02	5	105
4	MLA	2017	1	2017_Loc1	9	15	Mo17/PHW30-200 - (2n)-02	5	105
2	TUELA	2017	1	2017_Loc1	9	15	Mo17/PHW30-200 - (2n)-02	5	105
1	ULA	2017	1	2017_Loc1	9	15	Mo17/PHW30-200 - (2n)-02	5	105
3	FUELA	2017	1	2017_Loc1	9	16	PHW30/B73-078 - (2n)-01	4	161
4	MLA	2017	1	2017_Loc1	9	16	PHW30/B73-078 - (2n)-01	4	161
2	TUELA	2017	1	2017_Loc1	9	16	PHW30/B73-078 - (2n)-01	4	161
1	ULA	2017	1	2017_Loc1	9	16	PHW30/B73-078 - (2n)-01	4	161
3	FUELA	2017	1	2017_Loc1	9	18	PHW30/Mo17-252 - (2n)-01	5	299
4	MLA	2017	1	2017_Loc1	9	18	PHW30/Mo17-252 - (2n)-01	5	299
2	TUELA	2017	1	2017_Loc1	9	18	PHW30/Mo17-252 - (2n)-01	5	299
1	ULA	2017	1	2017_Loc1	9	18	PHW30/Mo17-252 - (2n)-01	5	299
3	FUELA	2017	1	2017_Loc1	9	19	Mo17/PHW30-084 - (2n)-01	5	79
4	MLA	2017	1	2017_Loc1	9	19	Mo17/PHW30-084 - (2n)-01	5	79
2	TUELA	2017	1	2017_Loc1	9	19	Mo17/PHW30-084 - (2n)-01	5	79
1	ULA	2017	1	2017_Loc1	9	19	Mo17/PHW30-084 - (2n)-01	5	79
3	FUELA	2017	1	2017_Loc1	9	20	B73/PHW30-368 - (2n)-02	4	54
4	MLA	2017	1	2017_Loc1	9	20	B73/PHW30-368 - (2n)-02	4	54
2	TUELA	2017	1	2017_Loc1	9	20	B73/PHW30-368 - (2n)-02	4	54
1	ULA	2017	1	2017_Loc1	9	20	B73/PHW30-368 - (2n)-02	4	54
3	FUELA	2017	1	2017_Loc1	9	22	PHW30/B73-341 - (2n)-02	4	201
4	MLA	2017	1	2017_Loc1	9	22	PHW30/B73-341 - (2n)-02	4	201
2	TUELA	2017	1	2017_Loc1	9	22	PHW30/B73-341 - (2n)-02	4	201
1	ULA	2017	1	2017_Loc1	9	22	PHW30/B73-341 - (2n)-02	4	201
3	FUELA	2017	1	2017_Loc1	9	23	PHW30/B73-055 - (2n)-02	4	156
4	MLA	2017	1	2017_Loc1	9	23	PHW30/B73-055 - (2n)-02	4	156
2	TUELA	2017	1	2017_Loc1	9	23	PHW30/B73-055 - (2n)-02	4	156
1	ULA	2017	1	2017_Loc1	9	23	PHW30/B73-055 - (2n)-02	4	156
3	FUELA	2017	1	2017_Loc1	9	24	Mo17/PHW30-184 - (2n)-02	5	103
4	MLA	2017	1	2017_Loc1	9	24	Mo17/PHW30-184 - (2n)-02	5	103
2	TUELA	2017	1	2017_Loc1	9	24	Mo17/PHW30-184 - (2n)-02	5	103
1	ULA	2017	1	2017_Loc1	9	24	Mo17/PHW30-184 - (2n)-02	5	103
3	FUELA	2017	2	2017_Loc2	1	6	PHW30/B73-311 - (2n)-01	4	195
4	MLA	2017	2	2017_Loc2	1	6	PHW30/B73-311 - (2n)-01	4	195
2	TUELA	2017	2	2017_Loc2	1	6	PHW30/B73-311 - (2n)-01	4	195
1	ULA	2017	2	2017_Loc2	1	6	PHW30/B73-311 - (2n)-01	4	195
3	FUELA	2017	2	2017_Loc2	1	7	PHW30/B73-324 - (2n)-01	4	197
4	MLA	2017	2	2017_Loc2	1	7	PHW30/B73-324 - (2n)-01	4	197
2	TUELA	2017	2	2017_Loc2	1	7	PHW30/B73-324 - (2n)-01	4	197
1	ULA	2017	2	2017_Loc2	1	7	PHW30/B73-324 - (2n)-01	4	197
3	FUELA	2017	2	2017_Loc2	1	8	PHW30/Mo17-188 - (2n)-01	5	290
4	MLA	2017	2	2017_Loc2	1	8	PHW30/Mo17-188 - (2n)-01	5	290
2	TUELA	2017	2	2017_Loc2	1	8	PHW30/Mo17-188 - (2n)-01	5	290
1	ULA	2017	2	2017_Loc2	1	8	PHW30/Mo17-188 - (2n)-01	5	290
3	FUELA	2017	2	2017_Loc2	1	9	Mo17/PHW30-009 - (2n)-01	5	66
4	MLA	2017	2	2017_Loc2	1	9	Mo17/PHW30-009 - (2n)-01	5	66
2	TUELA	2017	2	2017_Loc2	1	9	Mo17/PHW30-009 - (2n)-01	5	66
1	ULA	2017	2	2017_Loc2	1	9	Mo17/PHW30-009 - (2n)-01	5	66
3	FUELA	2017	2	2017_Loc2	1	10	B73/PHW30-100 - (2n)-01	4	19
4	MLA	2017	2	2017_Loc2	1	10	B73/PHW30-100 - (2n)-01	4	19
2	TUELA	2017	2	2017_Loc2	1	10	B73/PHW30-100 - (2n)-01	4	19
1	ULA	2017	2	2017_Loc2	1	10	B73/PHW30-100 - (2n)-01	4	19
3	FUELA	2017	2	2017_Loc2	1	11	B73/PHW30-368 - (2n)-02	4	54
4	MLA	2017	2	2017_Loc2	1	11	B73/PHW30-368 - (2n)-02	4	54
2	TUELA	2017	2	2017_Loc2	1	11	B73/PHW30-368 - (2n)-02	4	54
1	ULA	2017	2	2017_Loc2	1	11	B73/PHW30-368 - (2n)-02	4	54
3	FUELA	2017	2	2017_Loc2	1	13	PHW30/Mo17-077 - (2n)-02	5	248
4	MLA	2017	2	2017_Loc2	1	13	PHW30/Mo17-077 - (2n)-02	5	248
2	TUELA	2017	2	2017_Loc2	1	13	PHW30/Mo17-077 - (2n)-02	5	248
1	ULA	2017	2	2017_Loc2	1	13	PHW30/Mo17-077 - (2n)-02	5	248
3	FUELA	2017	2	2017_Loc2	1	14	PHW30/B73-066 - (2n)-02	4	160
4	MLA	2017	2	2017_Loc2	1	14	PHW30/B73-066 - (2n)-02	4	160
2	TUELA	2017	2	2017_Loc2	1	14	PHW30/B73-066 - (2n)-02	4	160
1	ULA	2017	2	2017_Loc2	1	14	PHW30/B73-066 - (2n)-02	4	160
3	FUELA	2017	2	2017_Loc2	1	15	Mo17/PHW30-080 - (2n)-02	5	76
4	MLA	2017	2	2017_Loc2	1	15	Mo17/PHW30-080 - (2n)-02	5	76
2	TUELA	2017	2	2017_Loc2	1	15	Mo17/PHW30-080 - (2n)-02	5	76
1	ULA	2017	2	2017_Loc2	1	15	Mo17/PHW30-080 - (2n)-02	5	76
3	FUELA	2017	2	2017_Loc2	1	16	PHW30/Mo17-019 - (2n)-01	5	220
4	MLA	2017	2	2017_Loc2	1	16	PHW30/Mo17-019 - (2n)-01	5	220
2	TUELA	2017	2	2017_Loc2	1	16	PHW30/Mo17-019 - (2n)-01	5	220
1	ULA	2017	2	2017_Loc2	1	16	PHW30/Mo17-019 - (2n)-01	5	220
3	FUELA	2017	2	2017_Loc2	1	17	Mo17/PHW30-091 - (2n)-02	5	86
4	MLA	2017	2	2017_Loc2	1	17	Mo17/PHW30-091 - (2n)-02	5	86
2	TUELA	2017	2	2017_Loc2	1	17	Mo17/PHW30-091 - (2n)-02	5	86
